"","interpro","Domain"
"14140","IPR008317","PIRSF030561"
"14141","IPR008318","PF06073"
"14142","IPR008318","PIRSF030820"
"14143","IPR008319","PIRSF031644"
"14144","IPR008320","PF07370"
"14145","IPR008320","PIRSF032025"
"14146","IPR008321","PF06793"
"14147","IPR008321","PIRSF032146"
"14148","IPR008321","MF_00678"
"14149","IPR008322","PF06792"
"14150","IPR008322","PIRSF033271"
"14151","IPR008322","MF_00677"
"14152","IPR008323","PF06245"
"14153","IPR008323","PIRSF033563"
"14154","IPR008325","PF06577"
"14155","IPR008325","PIRSF033924"
"14156","IPR008326","PIRSF034852"
"14157","IPR008327","PIRSF036382"
"14158","IPR008330","PF12404"
"14159","IPR008330","PIRSF036388"
"14160","IPR008330","MF_00504"
"14161","IPR008331","PF00210"
"14162","IPR008332","PF02870"
"14163","IPR008332","SSF53155"
"14164","IPR008333","PF00970"
"14165","IPR008334","PF02872"
"14166","IPR008334","G3DSA:3.90.780.10"
"14167","IPR008334","SSF55816"
"14168","IPR008335","PR00407"
"14169","IPR008336","PF02919"
"14170","IPR008336","SSF56741"
"14171","IPR008337","PR01758"
"14172","IPR008337","TIGR04012"
"14173","IPR008338","PF14102"
"14174","IPR008338","PR01759"
"14175","IPR008338","TIGR04011"
"14176","IPR008339","PR01760"
"14177","IPR008340","PTHR10878:SF30"
"14178","IPR008341","PTHR10878:SF31"
"14179","IPR008341","PR01762"
"14180","IPR008342","PTHR10878:SF34"
"14181","IPR008342","PR01763"
"14182","IPR008343","PIRSF000939"
"14183","IPR008343","PR01764"
"14184","IPR008344","PR01765"
"14185","IPR008345","PR01766"
"14186","IPR008346","PTHR10582:SF33"
"14187","IPR008346","PR01767"
"14188","IPR008347","PR01768"
"14189","IPR008348","PTHR10582:SF39"
"14190","IPR008348","PR01769"
"14191","IPR008349","PR01770"
"14192","IPR008350","PR01771"
"14193","IPR008351","PR01772"
"14194","IPR008352","PR01773"
"14195","IPR008353","PR01774"
"14196","IPR008354","PR01775"
"14197","IPR008355","PTHR20859:SF62"
"14198","IPR008355","PR01777"
"14199","IPR008356","PR01778"
"14200","IPR008357","PIRSF037875"
"14201","IPR008357","PR01779"
"14202","IPR008357","cd07482"
"14203","IPR008358","PR01780"
"14204","IPR008359","PTHR15586"
"14205","IPR008359","PF15234"
"14206","IPR008359","PR01781"
"14207","IPR008361","PR01783"
"14208","IPR008362","PR01784"
"14209","IPR008363","PTHR11799:SF20"
"14210","IPR008363","PR01786"
"14211","IPR008364","PR01787"
"14212","IPR008365","PTHR11866"
"14213","IPR008365","PR01788"
"14214","IPR008366","PTHR12533"
"14215","IPR008366","PR01789"
"14216","IPR008367","PR01791"
"14217","IPR008368","PR01792"
"14218","IPR008369","PTHR12107:SF21"
"14219","IPR008369","PR01793"
"14220","IPR008370","PR01794"
"14221","IPR008371","PR01795"
"14222","IPR008372","PR01796"
"14223","IPR008373","PR01797"
"14224","IPR008374","PR01799"
"14225","IPR008375","PR01800"
"14226","IPR008376","PR01802"
"14227","IPR008377","PR01803"
"14228","IPR008378","PR01804"
"14229","IPR008379","PF05902"
"14230","IPR008380","PTHR12103"
"14231","IPR008380","PF05761"
"14232","IPR008380","TIGR02244"
"14233","IPR008381","PTHR13137"
"14234","IPR008382","PTHR10226"
"14235","IPR008383","PF05918"
"14236","IPR008384","PTHR22629"
"14237","IPR008384","PF05856"
"14238","IPR008384","PIRSF039100"
"14239","IPR008385","PF05568"
"14240","IPR008386","PF05680"
"14241","IPR008387","PTHR12441"
"14242","IPR008387","PF05511"
"14243","IPR008387","PIRSF002455"
"14244","IPR008387","SSF111357"
"14245","IPR008388","PTHR12471"
"14246","IPR008388","PF05827"
"14247","IPR008389","PTHR12263"
"14248","IPR008389","PF05493"
"14249","IPR008390","PF05512"
"14250","IPR008391","PF05448"
"14251","IPR008392","PF05777"
"14252","IPR008392","PD015316"
"14253","IPR008393","PF05829"
"14254","IPR008394","PF05775"
"14255","IPR008395","PF05641"
"14256","IPR008395","PS51641"
"14257","IPR008397","PF05426"
"14258","IPR008398","PF05549"
"14259","IPR008398","PIRSF005512"
"14260","IPR008399","PF05586"
"14261","IPR008399","PD377005"
"14262","IPR008400","PF05587"
"14263","IPR008401","PF05839"
"14264","IPR008402","PF05841"
"14265","IPR008403","PTHR14225"
"14266","IPR008403","PF05778"
"14267","IPR008403","PD010414"
"14268","IPR008404","PF05418"
"14269","IPR008404","PIRSF002369"
"14270","IPR008404","PD012358"
"14271","IPR008405","PTHR14096"
"14272","IPR008405","PF05461"
"14273","IPR008406","PF05564"
"14274","IPR008407","PF05437"
"14275","IPR008407","PIRSF003203"
"14276","IPR008408","PTHR23212"
"14277","IPR008408","PF05466"
"14278","IPR008409","PTHR13296:SF1"
"14279","IPR008409","PF05700"
"14280","IPR008410","PF05420"
"14281","IPR008411","PF05858"
"14282","IPR008412","PTHR10345"
"14283","IPR008412","PF05432"
"14284","IPR008414","PF05791"
"14285","IPR008415","PF05847"
"14286","IPR008416","PF05789"
"14287","IPR008417","PTHR12701"
"14288","IPR008417","PF05529"
"14289","IPR008419","PF05744"
"14290","IPR008420","PF05628"
"14291","IPR008421","PF05714"
"14292","IPR008422","PF05920"
"14293","IPR008423","PF05560"
"14294","IPR008424","PF05790"
"14295","IPR008425","PIRSF037322"
"14296","IPR008426","PF05837"
"14297","IPR008427","PF05730"
"14298","IPR008427","SM00747"
"14299","IPR008428","PF05679"
"14300","IPR008429","PTHR21347"
"14301","IPR008429","PF05602"
"14302","IPR008430","PF05785"
"14303","IPR008430","G3DSA:3.60.100.10"
"14304","IPR008431","PTHR10156"
"14305","IPR008431","PF05881"
"14306","IPR008431","PIRSF000970"
"14307","IPR008432","PTHR34372"
"14308","IPR008432","PIRSF038131"
"14309","IPR008432","PD019231"
"14310","IPR008433","PTHR16716"
"14311","IPR008433","PF05392"
"14312","IPR008433","cd01403"
"14313","IPR008434","PTHR31053"
"14314","IPR008434","TIGR02029"
"14315","IPR008434","MF_01840"
"14316","IPR008434","cd01047"
"14317","IPR008435","PTHR10278"
"14318","IPR008435","PF05428"
"14319","IPR008435","PIRSF009279"
"14320","IPR008436","PF05745"
"14321","IPR008437","PF05752"
"14322","IPR008438","PTHR15941"
"14323","IPR008438","PF05556"
"14324","IPR008439","PF05538"
"14325","IPR008440","PF05792"
"14326","IPR008441","PF05704"
"14327","IPR008442","PF05388"
"14328","IPR008444","PIRSF016070"
"14329","IPR008444","PD013636"
"14330","IPR008445","PF05846"
"14331","IPR008445","PD020107"
"14332","IPR008446","PF05796"
"14333","IPR008446","PD023269"
"14334","IPR008447","PF05803"
"14335","IPR008447","PD019912"
"14336","IPR008448","PF05864"
"14337","IPR008448","PD019250"
"14338","IPR008449","PF05387"
"14339","IPR008450","PF05836"
"14340","IPR008451","PF05535"
"14341","IPR008452","PF05520"
"14342","IPR008453","PF05452"
"14343","IPR008454","PF05738"
"14344","IPR008454","cd00222"
"14345","IPR008455","PF05710"
"14346","IPR008456","PF05737"
"14347","IPR008457","PF05425"
"14348","IPR008458","PF05528"
"14349","IPR008458","PD015175"
"14350","IPR008461","TIGR01789"
"14351","IPR008462","PF05532"
"14352","IPR008462","SSF69047"
"14353","IPR008463","PF05848"
"14354","IPR008463","PIRSF010607"
"14355","IPR008464","PF05865"
"14356","IPR008464","PD011461"
"14357","IPR008465","PF05454"
"14358","IPR008466","PTHR15417"
"14359","IPR008466","PF05395"
"14360","IPR008467","PTHR12688"
"14361","IPR008468","PF05499"
"14362","IPR008468","PD492828"
"14363","IPR008469","PTHR38522"
"14364","IPR008469","PF05558"
"14365","IPR008470","PF05421"
"14366","IPR008471","PF05430"
"14367","IPR008472","PF05444"
"14368","IPR008473","PF05449"
"14369","IPR008474","PF05501"
"14370","IPR008475","PF05506"
"14371","IPR008476","PTHR13410"
"14372","IPR008477","PTHR12757"
"14373","IPR008477","PF05527"
"14374","IPR008478","PF05537"
"14375","IPR008479","PF05542"
"14376","IPR008480","PF05553"
"14377","IPR008481","PF05555"
"14378","IPR008482","PF05559"
"14379","IPR008483","PF05561"
"14380","IPR008484","PF05570"
"14381","IPR008485","PTHR12740"
"14382","IPR008485","PF05571"
"14383","IPR008486","PF05589"
"14384","IPR008487","PF05590"
"14385","IPR008489","PF05595"
"14386","IPR008490","PF05598"
"14387","IPR008491","PTHR14894"
"14388","IPR008491","PF05600"
"14389","IPR008492","PIRSF028754"
"14390","IPR008493","PF05603"
"14391","IPR008494","PF05604"
"14392","IPR008495","PF05606"
"14393","IPR008496","PTHR20921"
"14394","IPR008496","PF05608"
"14395","IPR008497","PF05610"
"14396","IPR008497","PIRSF009151"
"14397","IPR008498","PF05611"
"14398","IPR008499","PTHR18820"
"14399","IPR008499","PF05612"
"14400","IPR008500","PF05614"
"14401","IPR008500","PD069287"
"14402","IPR008501","PF05615"
"14403","IPR008502","PF05617"
"14404","IPR008504","PTHR20994"
"14405","IPR008505","PF05619"
"14406","IPR008506","PTHR13505"
"14407","IPR008506","PF05620"
"14408","IPR008507","PF05623"
"14409","IPR008508","PF05626"
"14410","IPR008508","PIRSF019435"
"14411","IPR008509","PF05631"
"14412","IPR008510","PF05632"
"14413","IPR008511","PF05633"
"14414","IPR008513","PF05636"
"14415","IPR008513","MF_01539"
"14416","IPR008514","PF05638"
"14417","IPR008514","TIGR03344"
"14418","IPR008514","G3DSA:2.30.110.20"
"14419","IPR008514","SSF141452"
"14420","IPR008515","PF05639"
"14421","IPR008515","TIGR03687"
"14422","IPR008515","MF_02106"
"14423","IPR008516","PTHR13084"
"14424","IPR008516","PF05640"
"14425","IPR008517","PF05643"
"14426","IPR008518","PTHR16501"
"14427","IPR008519","PF05647"
"14428","IPR008520","PF05650"
"14429","IPR008521","PTHR12570"
"14430","IPR008521","PF05653"
"14431","IPR008523","PF05656"
"14432","IPR008524","PF05657"
"14433","IPR008525","PF05660"
"14434","IPR008526","PF05661"
"14435","IPR008526","PIRSF016660"
"14436","IPR008527","PF05663"
"14437","IPR008528","PF05664"
"14438","IPR008530","PTHR15668"
"14439","IPR008532","PF05670"
"14440","IPR008533","PF05673"
"14441","IPR008534","PF05674"
"14442","IPR008535","PF05675"
"14443","IPR008535","PIRSF009141"
"14444","IPR008536","PF05677"
"14445","IPR008537","PF05684"
"14446","IPR008538","PF05685"
"14447","IPR008538","cd06260"
"14448","IPR008540","PF05687"
"14449","IPR008541","PF05689"
"14450","IPR008542","PF05688"
"14451","IPR008543","PF05695"
"14452","IPR008543","MF_01330"
"14453","IPR008544","PF05696"
"14454","IPR008545","PF05701"
"14455","IPR008546","PF05703"
"14456","IPR008547","PTHR12265"
"14457","IPR008547","PF05705"
"14458","IPR008548","PD011073"
"14459","IPR008550","PF05734"
"14460","IPR008551","PTHR17985"
"14461","IPR008551","PF05742"
"14462","IPR008552","PF05754"
"14463","IPR008553","PF05763"
"14464","IPR008554","PF05768"
"14465","IPR008555","PTHR12186"
"14466","IPR008555","PF05769"
"14467","IPR008557","PF05787"
"14468","IPR008558","PF05801"
"14469","IPR008558","PD009258"
"14470","IPR008559","PTHR20917"
"14471","IPR008559","PIRSF023322"
"14472","IPR008560","PTHR21096"
"14473","IPR008560","PF05811"
"14474","IPR008561","PF05814"
"14475","IPR008562","PF05815"
"14476","IPR008563","PF05820"
"14477","IPR008564","PTHR13019"
"14478","IPR008564","PF05832"
"14479","IPR008565","PF05838"
"14480","IPR008566","PF05852"
"14481","IPR008566","PD013138"
"14482","IPR008567","PF05853"
"14483","IPR008568","PTHR13116"
"14484","IPR008568","PIRSF010045"
"14485","IPR008569","PF05867"
"14486","IPR008570","PTHR13149"
"14487","IPR008570","PF05871"
"14488","IPR008571","PTHR42957"
"14489","IPR008573","PF05883"
"14490","IPR008574","PF05884"
"14491","IPR008574","PIRSF016383"
"14492","IPR008576","PTHR12753"
"14493","IPR008576","PF05891"
"14494","IPR008576","PIRSF016958"
"14495","IPR008577","PF05895"
"14496","IPR008579","PF05899"
"14497","IPR008580","PTHR12378"
"14498","IPR008580","PF05903"
"14499","IPR008580","SM01179"
"14500","IPR008581","PF05904"
"14501","IPR008584","PTHR12857"
"14502","IPR008584","PF05907"
"14503","IPR008585","PF05908"
"14504","IPR008586","PF05910"
"14505","IPR008587","PF05911"
"14506","IPR008588","PF05912"
"14507","IPR008589","PF05913"
"14508","IPR008590","PF05915"
"14509","IPR008591","PTHR21206"
"14510","IPR008591","PIRSF007764"
"14511","IPR008592","PF05917"
"14512","IPR008592","PIRSF015868"
"14513","IPR008593","PF05869"
"14514","IPR008593","TIGR01712"
"14515","IPR008594","PTHR12978"
"14516","IPR008594","PF05652"
"14517","IPR008594","PIRSF028973"
"14518","IPR008595","PF05384"
"14519","IPR008596","PF05599"
"14520","IPR008597","PTHR11195"
"14521","IPR008597","PF05497"
"14522","IPR008598","PF05605"
"14523","IPR008599","PF05651"
"14524","IPR008601","PF05720"
"14525","IPR008602","PF05424"
"14526","IPR008603","PTHR13034"
"14527","IPR008603","PF05502"
"14528","IPR008604","PTHR15073"
"14529","IPR008604","PF05672"
"14530","IPR008605","PF05782"
"14531","IPR008606","PF05456"
"14532","IPR008608","PTHR15568"
"14533","IPR008608","PF05399"
"14534","IPR008608","PIRSF019625"
"14535","IPR008608","PD037847"
"14536","IPR008609","PF05505"
"14537","IPR008609","PIRSF003900"
"14538","IPR008610","PTHR13028"
"14539","IPR008610","PF05890"
"14540","IPR008611","PF05802"
"14541","IPR008611","PD454109"
"14542","IPR008612","PF05842"
"14543","IPR008613","PF05901"
"14544","IPR008613","SM00894"
"14545","IPR008614","PTHR13223"
"14546","IPR008614","PF05427"
"14547","IPR008615","PF05725"
"14548","IPR008617","PF05666"
"14549","IPR008618","PF05880"
"14550","IPR008619","PF05594"
"14551","IPR008620","PF05751"
"14552","IPR008621","PF05545"
"14553","IPR008621","cd01324"
"14554","IPR008622","PF05400"
"14555","IPR008622","MF_01180"
"14556","IPR008625","PTHR14047"
"14557","IPR008626","PF05397"
"14558","IPR008627","PF05671"
"14559","IPR008628","PTHR12704"
"14560","IPR008628","PF05719"
"14561","IPR008629","PF05419"
"14562","IPR008630","PF05637"
"14563","IPR008631","PTHR10176"
"14564","IPR008631","PF05693"
"14565","IPR008632","PF05823"
"14566","IPR008633","PF05455"
"14567","IPR008634","PF05800"
"14568","IPR008634","PIRSF028743"
"14569","IPR008635","PF05662"
"14570","IPR008636","PTHR18947"
"14571","IPR008636","PF05622"
"14572","IPR008637","PF05514"
"14573","IPR008638","PF05860"
"14574","IPR008638","SM00912"
"14575","IPR008638","TIGR01901"
"14576","IPR008639","PF05465"
"14577","IPR008640","PF05658"
"14578","IPR008642","PF05812"
"14579","IPR008644","PF05613"
"14580","IPR008645","PF05467"
"14581","IPR008646","PF05473"
"14582","IPR008647","PF05702"
"14583","IPR008648","PF05459"
"14584","IPR008649","PF05784"
"14585","IPR008650","PF05774"
"14586","IPR008651","PF05534"
"14587","IPR008652","PF05393"
"14588","IPR008652","PD015371"
"14589","IPR008653","PTHR15895"
"14590","IPR008653","PF05760"
"14591","IPR008655","PF05862"
"14592","IPR008656","PTHR14217"
"14593","IPR008656","PF05770"
"14594","IPR008656","PIRSF038186"
"14595","IPR008657","PTHR13041"
"14596","IPR008657","PF05439"
"14597","IPR008657","PD151382"
"14598","IPR008658","PTHR15605"
"14599","IPR008659","PF05390"
"14600","IPR008660","PF05849"
"14601","IPR008660","PIRSF005765"
"14602","IPR008661","PF05805"
"14603","IPR008662","PTHR18843"
"14604","IPR008662","PF05609"
"14605","IPR008663","PTHR11329"
"14606","IPR008664","PF05624"
"14607","IPR008665","PF05484"
"14608","IPR008668","PF05851"
"14609","IPR008668","PD010194"
"14610","IPR008669","PF05391"
"14611","IPR008670","PF05893"
"14612","IPR008670","PIRSF009414"
"14613","IPR008670","cd07080"
"14614","IPR008672","PTHR23168"
"14615","IPR008672","PF05557"
"14616","IPR008673","PTHR16485"
"14617","IPR008673","PF05507"
"14618","IPR008674","PF05854"
"14619","IPR008674","PD010494"
"14620","IPR008674","G3DSA:3.10.470.10"
"14621","IPR008674","SSF102875"
"14622","IPR008675","PF05436"
"14623","IPR008676","PTHR10880"
"14624","IPR008676","PIRSF038133"
"14625","IPR008677","PTHR15352"
"14626","IPR008677","PF05781"
"14627","IPR008680","PF05385"
"14628","IPR008681","PF05389"
"14629","IPR008681","PIRSF029008"
"14630","IPR008681","MF_01124"
"14631","IPR008685","PF05859"
"14632","IPR008686","PF05919"
"14633","IPR008687","PF05713"
"14634","IPR008688","PF05405"
"14635","IPR008689","PTHR12700"
"14636","IPR008689","PIRSF005514"
"14637","IPR008689","SSF161065"
"14638","IPR008690","PF05440"
"14639","IPR008690","PIRSF005518"
"14640","IPR008690","PD012565"
"14641","IPR008690","TIGR04166"
"14642","IPR008690","MF_01094"
"14643","IPR008691","PF05481"
"14644","IPR008692","PF05692"
"14645","IPR008693","PF05423"
"14646","IPR008698","PTHR20900"
"14647","IPR008698","PF05676"
"14648","IPR008699","PTHR12840"
"14649","IPR008699","PF05821"
"14650","IPR008700","PF05627"
"14651","IPR008701","PTHR33657"
"14652","IPR008701","PF05630"
"14653","IPR008701","PIRSF029958"
"14654","IPR008702","PF05531"
"14655","IPR008703","PTHR37839"
"14656","IPR008703","PF05896"
"14657","IPR008703","TIGR01936"
"14658","IPR008703","MF_00425"
"14659","IPR008704","PF05551"
"14660","IPR008705","PTHR12887"
"14661","IPR008706","PF05629"
"14662","IPR008707","PF05567"
"14663","IPR008708","PF05616"
"14664","IPR008709","PTHR13109"
"14665","IPR008709","PF05536"
"14666","IPR008710","PTHR21092"
"14667","IPR008710","PF05450"
"14668","IPR008711","PF05772"
"14669","IPR008711","G3DSA:1.10.3790.10"
"14670","IPR008711","SSF103370"
"14671","IPR008712","PF05810"
"14672","IPR008713","PF05766"
"14673","IPR008715","PF05401"
"14674","IPR008716","PF05830"
"14675","IPR008716","PIRSF020513"
"14676","IPR008717","PTHR10494"
"14677","IPR008717","PIRSF008129"
"14678","IPR008718","PF05819"
"14679","IPR008719","PF05573"
"14680","IPR008720","PF05554"
"14681","IPR008720","PIRSF009530"
"14682","IPR008721","PF05460"
"14683","IPR008722","PF05736"
"14684","IPR008723","PF05788"
"14685","IPR008723","PIRSF000821"
"14686","IPR008724","PIRSF003783"
"14687","IPR008725","PF05813"
"14688","IPR008726","PF05886"
"14689","IPR008726","PD010340"
"14690","IPR008727","PF05488"
"14691","IPR008728","PTHR12896"
"14692","IPR008728","PF05625"
"14693","IPR008729","PF05870"
"14694","IPR008729","PIRSF011561"
"14695","IPR008729","PD022010"
"14696","IPR008729","cd14241"
"14697","IPR008730","PF05874"
"14698","IPR008731","PF05524"
"14699","IPR008731","G3DSA:1.10.274.10"
"14700","IPR008731","SSF47831"
"14701","IPR008732","PF05476"
"14702","IPR008732","PIRSF003326"
"14703","IPR008733","PF05648"
"14704","IPR008734","PTHR10749"
"14705","IPR008735","PTHR10500"
"14706","IPR008735","PF05825"
"14707","IPR008736","PF05776"
"14708","IPR008736","PD008913"
"14709","IPR008737","PF05585"
"14710","IPR008738","PF05407"
"14711","IPR008739","PF05408"
"14712","IPR008740","PF05409"
"14713","IPR008740","PS51442"
"14714","IPR008741","PF05410"
"14715","IPR008741","PS51539"
"14716","IPR008743","PF05412"
"14717","IPR008743","PS51538"
