	identity_updated	genetic_background	Genotypes	n_genes_by_counts	log1p_n_genes_by_counts	total_counts	log1p_total_counts	umap1	umap2
SC22530_1_357	WT	PBANKA	wild type	1568	7.358193752733032	7306.0586	8.896596	4.1958895	1.5310657
SC22530_1_358	WT	PBANKA	wild type	1105	7.00850518208228	6131.2773	8.721321	-1.3172777	12.513729
SC22530_1_359	WT	PBANKA	wild type	900	6.803505257608338	4834.3315	8.483705	6.7081532	-7.542165
SC22530_1_35	GCSKO-17	PBANKA	fd3   PBANKA_1418100	665	6.501289670540389	3866.07	8.260252	10.285778	-1.1230191
SC22530_1_360	WT	PBANKA	wild type	1773	7.480992162869525	9289.348	9.136731	8.60652	11.9253645
SC22530_1_362	WT	PBANKA	wild type	1665	7.418180822726788	9103.625	9.116538	1.6927997	1.0566828
SC22530_1_364	WT	PBANKA	wild type	266	5.58724865840025	1783.2695	7.4867644	2.7095976	5.368778
SC22530_1_367	WT	PBANKA	wild type	103	4.6443908991413725	789.6141	6.67281	2.4054015	6.607526
SC22530_1_369	WT	PBANKA	wild type	1632	7.398174092970465	9169.326	9.123728	-2.6407845	14.328537
SC22530_1_36	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1045	6.952728644624869	5642.622	8.638282	7.8142157	2.8457353
SC22530_1_370	WT	PBANKA	wild type	1841	7.518607216815252	9608.925	9.170551	9.204364	11.821305
SC22530_1_371	WT	PBANKA	wild type	1778	7.483806687665835	8970.376	9.101794	3.5445487	1.1523296
SC22530_1_372	WT	PBANKA	wild type	1085	6.990256500493881	5480.753	8.60918	8.804443	2.0959556
SC22530_1_373	WT	PBANKA	wild type	2228	7.709308333385869	10440.711	9.253564	9.690003	12.1283455
SC22530_1_374	WT	PBANKA	wild type	1597	7.37650812632622	8754.174	9.0774	-2.7412758	14.262644
SC22530_1_375	WT	PBANKA	wild type	755	6.628041376179533	4838.043	8.484472	1.9167894	-9.057904
SC22530_1_376	WT	PBANKA	wild type	1428	7.264730177929867	8535.705	9.052131	-0.9591757	3.1561565
SC22530_1_377	WT	PBANKA	wild type	1279	7.154615356913663	7769.517	8.958092	-0.29437372	2.6010966
SC22530_1_378	WT	PBANKA	wild type	831	6.723832440821209	5197.793	8.556182	-0.8604536	9.930403
SC22530_1_379	WT	PBANKA	wild type	264	5.579729825986222	1910.6233	7.555708	3.2611072	6.029071
SC22530_1_37	GCSKO-17	PBANKA	fd3   PBANKA_1418100	881	6.782192056006791	4967.927	8.51096	9.839474	-6.718136
SC22530_1_384	WT	PBANKA	wild type	284	5.652489180268651	2147.417	7.672487	2.7584553	5.581763
SC22530_1_38	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2290	7.736743682453495	11983.261	9.39135	-0.49758396	0.6724588
SC22530_1_39	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1551	7.347299700743164	8645.707	9.064934	-0.9972497	2.8894129
SC22530_1_3	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2444	7.801800401908973	11757.861	9.372362	8.798747	19.189032
SC22530_1_40	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1017	6.925595197110468	5494.4023	8.611667	9.701965	1.8737504
SC22530_1_42	GCSKO-2	PBANKA	md3 PBANKA_0102400	2054	7.628031126930335	10886.809	9.295399	-0.015392528	1.1956735
SC22530_1_43	GCSKO-2	PBANKA	md3 PBANKA_0102400	1894	7.546974117516527	9426.264	9.151361	7.934392	11.623235
SC22530_1_44	GCSKO-2	PBANKA	md3 PBANKA_0102400	1627	7.395107546562485	8731.031	9.074754	0.601991	1.2017032
SC22530_1_45	GCSKO-2	PBANKA	md3 PBANKA_0102400	1470	7.293697720601438	7427.7793	8.913116	3.954018	1.6420907
SC22530_1_46	GCSKO-2	PBANKA	md3 PBANKA_0102400	1572	7.360739903058278	8428.521	9.039495	-2.994438	7.311737
SC22530_1_48	GCSKO-2	PBANKA	md3 PBANKA_0102400	266	5.58724865840025	1849.1714	7.5230336	3.0652578	5.2073164
SC22530_1_49	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1049	6.956545443151569	5708.87	8.649952	9.30713	1.900219
SC22530_1_4	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1688	7.4318919168078	8772.685	9.079513	3.5138485	1.1351118
SC22530_1_50	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1205	7.095064377287131	6372.7007	8.759935	7.911239	2.8379304
SC22530_1_51	GCSKO-17	PBANKA	fd3   PBANKA_1418100	709	6.565264970035361	3907.4814	8.270905	10.804902	-5.7151847
SC22530_1_52	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2620	7.8713112033234065	12237.407	9.412334	8.778269	19.234863
SC22530_1_53	GCSKO-17	PBANKA	fd3   PBANKA_1418100	897	6.8001700683022	4972.8877	8.511957	9.05084	-7.1056266
SC22530_1_54	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2143	7.670428522190693	11218.984	9.325452	0.8689184	0.49518523
SC22530_1_58	GCSKO-2	PBANKA	md3 PBANKA_0102400	995	6.903747257584598	5520.1655	8.616344	6.69696	-7.695822
SC22530_1_59	GCSKO-2	PBANKA	md3 PBANKA_0102400	1197	7.088408778675395	5734.834	8.654489	10.269627	-6.268619
SC22530_1_5	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2461	7.808729306744399	11746.535	9.371399	8.828799	19.134441
SC22530_1_60	GCSKO-2	PBANKA	md3 PBANKA_0102400	821	6.71174039505618	4321.3057	8.371544	10.68081	-1.4645648
SC22530_1_61	GCSKO-2	PBANKA	md3 PBANKA_0102400	1641	7.403670290012373	8132.3164	9.003724	2.1156468	1.852133
SC22530_1_62	GCSKO-2	PBANKA	md3 PBANKA_0102400	2630	7.875119281040293	11679.982	9.365717	10.953458	13.6841135
SC22530_1_63	GCSKO-2	PBANKA	md3 PBANKA_0102400	109	4.700480365792417	869.39905	6.768952	2.7490945	6.217052
SC22530_1_64	GCSKO-2	PBANKA	md3 PBANKA_0102400	728	6.591673732008658	4364.798	8.3815565	7.2049894	-7.7184067
SC22530_1_65	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1011	6.919683849847411	5586.9463	8.628367	8.050623	2.85857
SC22530_1_66	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1600	7.3783837129967145	8606.148	9.0603485	1.7489678	0.9746034
SC22530_1_67	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1554	7.349230824613334	8596.177	9.059189	-2.6128478	14.378534
SC22530_1_68	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2321	7.7501841622578365	11246.939	9.32794	8.717421	19.095121
SC22530_1_69	GCSKO-17	PBANKA	fd3   PBANKA_1418100	577	6.359573868672378	3163.4521	8.059735	8.8848295	-0.91467494
SC22530_1_6	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1656	7.4127640174265625	9100.117	9.116153	-2.93373	13.954744
SC22530_1_70	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2081	7.641084249174914	10520.547	9.261181	2.7757466	0.72846144
SC22530_1_71	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2130	7.664346632098617	10341.873	9.244053	8.679641	19.110767
SC22530_1_72	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2122	7.660585461703256	10490.488	9.25832	8.755145	19.09493
SC22530_1_74	GCSKO-2	PBANKA	md3 PBANKA_0102400	793	6.677083461247136	4264.1895	8.358242	10.415368	-0.29160225
SC22530_1_75	GCSKO-2	PBANKA	md3 PBANKA_0102400	1370	7.223295679562314	6974.386	8.850143	3.6463382	1.6056131
SC22530_1_76	GCSKO-2	PBANKA	md3 PBANKA_0102400	198	5.293304824724492	1270.7405	7.148142	3.603841	-3.8438425
SC22530_1_78	GCSKO-2	PBANKA	md3 PBANKA_0102400	1276	7.152268856032539	6677.058	8.806582	-2.9260397	7.3960605
SC22530_1_79	GCSKO-2	PBANKA	md3 PBANKA_0102400	582	6.368187186350492	3445.139	8.14501	8.32058	-7.318427
SC22530_1_7	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2510	7.828436359157585	12305.309	9.417868	8.780369	19.188028
SC22530_1_81	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1303	7.1731917424865985	7425.414	8.912798	1.934609	2.2714007
SC22530_1_82	GCSKO-17	PBANKA	fd3   PBANKA_1418100	925	6.8308742346461795	5389.718	8.592434	9.397805	0.20639727
SC22530_1_83	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1530	7.333676395657684	8044.683	8.992891	3.5408118	1.3142556
SC22530_1_84	GCSKO-17	PBANKA	fd3   PBANKA_1418100	894	6.796823718274855	5018.9204	8.52117	9.776707	-6.8748026
SC22530_1_85	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2234	7.711996507047669	10368.344	9.246609	8.760888	19.079134
SC22530_1_86	GCSKO-17	PBANKA	fd3   PBANKA_1418100	785	6.666956792429207	4454.014	8.401786	6.842675	-7.620441
SC22530_1_87	GCSKO-17	PBANKA	fd3   PBANKA_1418100	1856	7.526717561352706	9964.918	9.206926	1.7110779	0.6756445
SC22530_1_88	GCSKO-17	PBANKA	fd3   PBANKA_1418100	883	6.784457062637643	5102.546	8.537691	2.8062258	3.2326455
SC22530_1_8	GCSKO-17	PBANKA	fd3   PBANKA_1418100	798	6.683360945766275	4668.717	8.4488535	6.4919806	-7.5439105
SC22530_1_90	GCSKO-2	PBANKA	md3 PBANKA_0102400	788	6.670766320845874	4293.307	8.365046	7.0045276	-7.780391
SC22530_1_92	GCSKO-2	PBANKA	md3 PBANKA_0102400	1635	7.400009517162692	8546.586	9.053404	-3.0110085	7.2121615
SC22530_1_93	GCSKO-2	PBANKA	md3 PBANKA_0102400	705	6.559615237493242	4122.541	8.324468	-2.031732	8.273477
SC22530_1_94	GCSKO-2	PBANKA	md3 PBANKA_0102400	156	5.056245805348308	875.4185	6.7758436	3.958288	6.8254356
SC22530_1_96	GCSKO-2	PBANKA	md3 PBANKA_0102400	197	5.288267030694535	1218.957	7.1065707	4.003309	6.8850574
SC22530_1_97	GCSKO-17	PBANKA	fd3   PBANKA_1418100	695	6.54534966033442	3943.576	8.280097	10.588084	-5.890261
SC22530_1_98	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2468	7.81156848934518	12367.807	9.422933	8.823888	19.203903
SC22530_1_99	GCSKO-17	PBANKA	fd3   PBANKA_1418100	2373	7.772331575169614	11548.1875	9.35437	8.811451	19.150002
SC23503_8_107	WT	PBANKA	wild type	1618	7.389563953677635	8709.559	9.072291	-3.2065873	14.057411
SC23503_8_108	WT	PBANKA	wild type	2132	7.665284718471351	10398.402	9.249504	9.042458	12.948583
SC23503_8_118	WT	PBANKA	wild type	731	6.595780513961311	3784.3684	8.238898	9.117234	-6.6889763
SC23503_8_119	WT	PBANKA	wild type	1400	7.244941546337007	7191.344	8.880773	-1.6434778	12.101582
SC23503_8_120	WT	PBANKA	wild type	1054	6.961296045910167	5374.106	8.589534	6.319435	8.805264
SC23503_8_131	WT	PBANKA	wild type	1257	7.1372784372603855	7177.623	8.878863	-1.088456	11.45869
SC23503_8_132	WT	PBANKA	wild type	1781	7.485491608030754	9543.692	9.16374	-3.1073053	14.440045
SC23503_8_142	WT	PBANKA	wild type	1298	7.1693500166706	6696.6436	8.809511	-1.6862425	11.781572
SC23503_8_143	WT	PBANKA	wild type	1294	7.166265974133638	6928.462	8.843537	-1.3530226	12.025802
SC23503_8_144	WT	PBANKA	wild type	962	6.870053411798126	4900.5933	8.497315	5.962803	8.457882
SC23503_8_155	WT	PBANKA	wild type	1509	7.31986492980897	8092.3105	8.998794	-2.6684682	13.278773
SC23503_8_166	WT	PBANKA	wild type	1751	7.468513271496337	8340.654	9.0290165	8.396858	10.688421
SC23503_8_167	WT	PBANKA	wild type	633	6.452048954437226	3536.1387	8.171073	-0.1157857	9.335643
SC23503_8_191	WT	PBANKA	wild type	349	5.857933154483459	2183.8408	7.689298	3.0730364	-4.425744
SC23503_8_204	WT	PBANKA	wild type	389	5.966146739123692	2720.2305	7.908839	2.5235791	5.6925507
SC23503_8_215	WT	PBANKA	wild type	462	6.137727054086234	3312.618	8.105796	0.03700018	9.171864
SC23503_8_216	WT	PBANKA	wild type	611	6.416732282512326	4006.0447	8.295809	-0.078098364	9.525977
SC23503_8_223	WT	PBANKA	wild type	565	6.338594078203183	3583.305	8.1843195	-0.008098609	9.1715975
SC23503_8_227	WT	PBANKA	wild type	1499	7.313220387090301	8499.8	9.047915	-3.5156476	13.211335
SC23503_8_228	WT	PBANKA	wild type	1444	7.275864600546533	7967.019	8.9831915	-3.1682026	12.794516
SC23503_8_23	WT	PBANKA	wild type	857	6.754604099487962	5030.122	8.523398	-0.32820478	10.100174
SC23503_8_240	WT	PBANKA	wild type	407	6.0112671744041615	2849.3037	7.9551806	0.07068924	8.929454
SC23503_8_24	WT	PBANKA	wild type	357	5.8805329864007	2516.7095	7.8311048	0.15099898	8.717472
SC23503_8_251	WT	PBANKA	wild type	1155	7.052721049232323	6628.389	8.799268	-1.8812318	11.334432
SC23503_8_252	WT	PBANKA	wild type	1238	7.122059881629142	7028.962	8.857937	-0.8092482	11.333752
SC23503_8_262	WT	PBANKA	wild type	1638	7.40184157874383	9059.065	9.111631	-3.8246286	12.470853
SC23503_8_263	WT	PBANKA	wild type	1492	7.30854279753919	8407.125	9.036954	-3.4399438	13.738795
SC23503_8_264	WT	PBANKA	wild type	1551	7.347299700743164	7764.9556	8.957505	-0.5439137	10.590073
SC23503_8_271	WT	PBANKA	wild type	690	6.53813982376767	3750.765	8.229981	5.862589	8.079211
SC23503_8_276	WT	PBANKA	wild type	1483	7.302496423727326	8003.042	8.987702	-2.994854	12.779908
SC23503_8_288	WT	PBANKA	wild type	485	6.186208623900494	2909.5938	7.9761124	9.863566	-2.7544284
SC23503_8_295	WT	PBANKA	wild type	777	6.656726524178391	4299.233	8.366425	5.985169	8.241639
SC23503_8_299	WT	PBANKA	wild type	1455	7.283448228756631	7499.9014	8.922778	-2.5549443	11.529239
SC23503_8_300	WT	PBANKA	wild type	1805	7.498869733976931	9195.061	9.126531	-3.0486536	13.982063
SC23503_8_310	WT	PBANKA	wild type	717	6.576469569048224	4380.7607	8.385206	3.1384032	-8.619834
SC23503_8_311	WT	PBANKA	wild type	1698	7.4377951216719325	9385.571	9.147036	-3.3227155	13.977774
SC23503_8_323	WT	PBANKA	wild type	1103	7.00669522683704	4756.365	8.467449	7.4626536	-7.6022015
SC23503_8_324	WT	PBANKA	wild type	2196	7.69484807238461	10495.529	9.2588	1.1263478	0.518765
SC23503_8_334	WT	PBANKA	wild type	879	6.779921907472252	4881.7227	8.493458	11.300127	-2.502184
SC23503_8_335	WT	PBANKA	wild type	3029	8.016317898503415	13693.024	9.524714	10.969694	14.818764
SC23503_8_336	WT	PBANKA	wild type	823	6.714170529909472	5097.535	8.536709	3.0275767	2.95264
SC23503_8_347	WT	PBANKA	wild type	1546	7.344072850573066	8388.706	9.03476	-3.4632568	7.714137
SC23503_8_348	WT	PBANKA	wild type	1083	6.988413181999592	6080.911	8.713075	-0.6473125	10.880414
SC23503_8_35	WT	PBANKA	wild type	290	5.673323267171493	1710.0945	7.4448886	4.1989756	6.943859
SC23503_8_36	WT	PBANKA	wild type	1397	7.242797922793756	7754.519	8.95616	-2.908018	12.658242
SC23503_8_46	WT	PBANKA	wild type	2470	7.81237820598861	10734.619	9.2813225	9.2599125	12.768284
SC23503_8_47	WT	PBANKA	wild type	1529	7.333023014386481	8270.328	9.020551	-2.9730253	12.988395
SC23503_8_48	WT	PBANKA	wild type	482	6.180016653652572	3235.9443	8.082385	-0.032780144	9.106295
SC23503_8_55	WT	PBANKA	wild type	779	6.659293919683638	4574.032	8.428369	-0.21701573	9.852248
SC23503_8_59	WT	PBANKA	wild type	747	6.617402977974478	4219.891	8.347801	8.241226	-7.5291605
SC23503_8_60	WT	PBANKA	wild type	276	5.6240175061873385	1770.0486	7.479327	3.4009933	-3.8469603
SC23503_8_70	WT	PBANKA	wild type	1481	7.301147805856032	7601.4014	8.936219	-2.5146222	12.99275
SC23503_8_71	WT	PBANKA	wild type	1498	7.312553498102598	7757.205	8.956507	-1.8790102	12.953935
SC23503_8_72	WT	PBANKA	wild type	398	5.988961416889864	2379.2925	7.7749786	9.9102	-4.259347
SC23503_8_79	WT	PBANKA	wild type	781	6.661854740545311	4541.773	8.421293	-0.18756072	9.847294
SC23503_8_94	WT	PBANKA	wild type	2154	7.675546002537848	9445.486	9.1533985	8.312531	11.683812
SC23503_8_96	WT	PBANKA	wild type	864	6.762729506931879	4819.5215	8.480638	-0.22756031	9.7876215
SC23656_7_101	GCSKO-19	PBANKA	md4 PBANKA_0716500	1710	7.444833273892193	8235.376	9.016315	6.6761956	9.393787
SC23656_7_102	GCSKO-19	PBANKA	md4 PBANKA_0716500	1420	7.259116128097101	7629.3867	8.939894	-4.6571074	8.283706
SC23656_7_103	WT	PBANKA	wild type	1389	7.237059026124737	7624.214	8.939216	-3.6239576	11.753331
SC23656_7_104	GCSKO-19	PBANKA	md4 PBANKA_0716500	1522	7.328437352895162	8100.07	8.999751	-4.8192167	9.172183
SC23656_7_106	GCSKO-19	PBANKA	md4 PBANKA_0716500	648	6.47543271670409	3676.3755	8.209954	2.8966591	-7.7031207
SC23656_7_107	WT	PBANKA	wild type	708	6.5638555265321274	3752.4602	8.230433	8.040992	-7.5495214
SC23656_7_108	WT	PBANKA	wild type	1325	7.189922170745808	7451.1025	8.916251	-3.1169183	12.397694
SC23656_7_109	GCSKO-19	PBANKA	md4 PBANKA_0716500	605	6.406879986069314	3809.5322	8.245524	2.7457812	-8.02523
SC23656_7_10	GCSKO-19	PBANKA	md4 PBANKA_0716500	633	6.452048954437226	3930.0469	8.276661	3.84398	-8.112773
SC23656_7_110	GCSKO-19	PBANKA	md4 PBANKA_0716500	1300	7.170888478512505	6982.7617	8.851343	-4.4935136	8.795109
SC23656_7_111	GCSKO-19	PBANKA	md4 PBANKA_0716500	2781	7.930925372483388	11926.986	9.386642	10.8202	13.366622
SC23656_7_112	GCSKO-19	PBANKA	md4 PBANKA_0716500	1061	6.967909201801884	5698.1924	8.64808	-3.3447175	9.010793
SC23656_7_113	GCSKO-19	PBANKA	md4 PBANKA_0716500	1405	7.2485040723706105	7303.476	8.896242	-4.803064	8.913577
SC23656_7_114	GCSKO-19	PBANKA	md4 PBANKA_0716500	1461	7.2875606403097235	7526.169	8.926274	-4.6600657	8.667305
SC23656_7_115	GCSKO-19	PBANKA	md4 PBANKA_0716500	2420	7.791935956938058	10326.89	9.242603	8.563608	11.610923
SC23656_7_116	GCSKO-19	PBANKA	md4 PBANKA_0716500	1227	7.113142108707088	6362.9404	8.758403	-3.5850472	9.99949
SC23656_7_117	GCSKO-19	PBANKA	md4 PBANKA_0716500	672	6.511745329644728	3363.1128	8.120919	4.4193873	-7.0998497
SC23656_7_118	WT	PBANKA	wild type	485	6.186208623900494	2512.3127	7.829357	10.216698	-3.8815124
SC23656_7_119	WT	PBANKA	wild type	1495	7.310550158534422	8060.377	8.99484	-3.5534434	12.4962435
SC23656_7_11	WT	PBANKA	wild type	1379	7.22983877815125	7766.186	8.957664	-2.8955374	12.443909
SC23656_7_120	WT	PBANKA	wild type	953	6.860663671448287	5160.9194	8.549064	8.165245	2.8000712
SC23656_7_121	GCSKO-19	PBANKA	md4 PBANKA_0716500	770	6.647688373563329	4432.535	8.396953	10.7472925	-0.16955866
SC23656_7_122	GCSKO-19	PBANKA	md4 PBANKA_0716500	1250	7.1316985104669115	6874.1836	8.835673	-4.0285177	9.306021
SC23656_7_123	GCSKO-19	PBANKA	md4 PBANKA_0716500	1352	7.210079628170788	7572.036	8.932349	-4.470548	9.052623
SC23656_7_125	GCSKO-19	PBANKA	md4 PBANKA_0716500	921	6.826545223556594	4989.0767	8.515206	7.7211304	2.3429813
SC23656_7_126	GCSKO-19	PBANKA	md4 PBANKA_0716500	677	6.519147287940395	4016.205	8.298342	3.084177	-8.430365
SC23656_7_127	WT	PBANKA	wild type	763	6.638567789166521	4307.45	8.368334	10.681313	-0.4511889
SC23656_7_128	GCSKO-19	PBANKA	md4 PBANKA_0716500	1350	7.208600337960199	7448.3354	8.91588	-4.382798	8.346453
SC23656_7_129	GCSKO-19	PBANKA	md4 PBANKA_0716500	1426	7.2633296174768365	7928.204	8.978308	-4.640584	8.151225
SC23656_7_12	WT	PBANKA	wild type	1545	7.343426229147367	8501.716	9.048141	-3.5162573	13.32999
SC23656_7_130	GCSKO-19	PBANKA	md4 PBANKA_0716500	629	6.4457198193855785	3633.0615	8.198106	4.4879813	-7.728953
SC23656_7_131	WT	PBANKA	wild type	1263	7.142036574706803	7288.99	8.894258	-1.909648	11.619269
SC23656_7_132	WT	PBANKA	wild type	1519	7.326465613840322	8409.201	9.037201	-3.5523443	13.088121
SC23656_7_133	GCSKO-19	PBANKA	md4 PBANKA_0716500	555	6.320768294250582	3429.495	8.14046	4.080429	-7.6020913
SC23656_7_134	GCSKO-19	PBANKA	md4 PBANKA_0716500	549	6.309918278226516	3166.1243	8.060579	8.128907	-7.453781
SC23656_7_135	GCSKO-19	PBANKA	md4 PBANKA_0716500	243	5.497168225293202	1549.9778	7.346641	4.334871	7.0285463
SC23656_7_136	GCSKO-19	PBANKA	md4 PBANKA_0716500	737	6.6039438246004725	4413.3975	8.392627	-1.9365062	8.602213
SC23656_7_137	GCSKO-19	PBANKA	md4 PBANKA_0716500	1676	7.424761761823209	9015.314	9.106791	0.31422138	1.2918414
SC23656_7_138	GCSKO-19	PBANKA	md4 PBANKA_0716500	738	6.6052979209482015	3921.3237	8.27444	11.029167	-3.4884977
SC23656_7_139	GCSKO-19	PBANKA	md4 PBANKA_0716500	1201	7.091742115095153	6730.205	8.814509	-0.68500096	11.16724
SC23656_7_140	GCSKO-19	PBANKA	md4 PBANKA_0716500	1260	7.13966033596492	6953.341	8.847121	-4.2110467	8.338864
SC23656_7_141	GCSKO-19	PBANKA	md4 PBANKA_0716500	1321	7.186901020411631	7037.945	8.859214	-3.9068837	9.693602
SC23656_7_142	WT	PBANKA	wild type	1375	7.226936018493289	7519.8765	8.925438	-3.4599128	12.2052965
SC23656_7_143	WT	PBANKA	wild type	1413	7.254177846456518	7909.994	8.976008	-3.5900612	12.252618
SC23656_7_144	WT	PBANKA	wild type	1950	7.576097340623111	9925.338	9.202947	9.412537	12.208166
SC23656_7_145	GCSKO-19	PBANKA	md4 PBANKA_0716500	703	6.556778356158042	4084.933	8.315306	3.6319768	-8.46329
SC23656_7_146	GCSKO-19	PBANKA	md4 PBANKA_0716500	1229	7.114769448366463	6957.0796	8.847659	-3.9716196	9.833968
SC23656_7_147	GCSKO-19	PBANKA	md4 PBANKA_0716500	1222	7.109062135687172	6955.464	8.847426	-4.202036	9.269198
SC23656_7_148	GCSKO-19	PBANKA	md4 PBANKA_0716500	612	6.418364935936212	3446.6448	8.145447	10.050945	-5.2629094
SC23656_7_149	GCSKO-19	PBANKA	md4 PBANKA_0716500	1574	7.362010551259734	8368.621	9.032364	-4.756399	9.326252
SC23656_7_14	GCSKO-19	PBANKA	md4 PBANKA_0716500	1286	7.160069207596127	7340.7314	8.90133	-4.850261	8.797311
SC23656_7_150	GCSKO-19	PBANKA	md4 PBANKA_0716500	1344	7.20414929203594	7423.0938	8.912486	-4.65688	8.764013
SC23656_7_151	WT	PBANKA	wild type	1288	7.161622002939187	7126.7886	8.871757	-3.1896935	10.60285
SC23656_7_152	GCSKO-19	PBANKA	md4 PBANKA_0716500	1954	7.578145472419466	9173.188	9.124149	8.0933485	11.96153
SC23656_7_153	GCSKO-19	PBANKA	md4 PBANKA_0716500	1072	6.9782137426306985	6150.2695	8.724414	-3.4546645	9.334544
SC23656_7_154	GCSKO-19	PBANKA	md4 PBANKA_0716500	2001	7.601901959875166	10274.213	9.23749	0.99879605	0.72932357
SC23656_7_155	WT	PBANKA	wild type	1564	7.355641102974253	8555.311	9.054424	-3.677226	12.980361
SC23656_7_156	WT	PBANKA	wild type	1186	7.079184394609668	6375.9434	8.760444	7.2954683	2.7351124
SC23656_7_157	GCSKO-19	PBANKA	md4 PBANKA_0716500	1397	7.242797922793756	7929.1953	8.978433	-4.75205	9.04737
SC23656_7_158	GCSKO-19	PBANKA	md4 PBANKA_0716500	490	6.19644412779452	3017.5159	8.012521	4.4737625	-6.151574
SC23656_7_159	GCSKO-19	PBANKA	md4 PBANKA_0716500	477	6.169610732491456	3022.2449	8.014086	-0.40970716	8.305406
SC23656_7_160	GCSKO-19	PBANKA	md4 PBANKA_0716500	440	6.089044875446846	2776.9717	7.9294763	-0.01875177	7.9614606
SC23656_7_161	GCSKO-19	PBANKA	md4 PBANKA_0716500	2002	7.602401335665818	9933.412	9.20376	8.757238	12.608342
SC23656_7_162	GCSKO-19	PBANKA	md4 PBANKA_0716500	1552	7.347943823148687	8592.781	9.058794	-4.846933	8.328118
SC23656_7_163	GCSKO-19	PBANKA	md4 PBANKA_0716500	2380	7.7752758464868625	10853.902	9.292372	8.81997	13.957374
SC23656_7_164	GCSKO-19	PBANKA	md4 PBANKA_0716500	691	6.539585955617669	3724.2844	8.2228985	10.93276	-3.5189502
SC23656_7_165	GCSKO-19	PBANKA	md4 PBANKA_0716500	1244	7.126890808898808	6775.185	8.82117	-3.884194	10.005754
SC23656_7_166	WT	PBANKA	wild type	1155	7.052721049232323	6382.6157	8.76149	-2.9755976	10.656764
SC23656_7_167	WT	PBANKA	wild type	829	6.721425700790643	4485.449	8.408817	10.8346	-1.0382671
SC23656_7_168	WT	PBANKA	wild type	1896	7.5480289699350145	10071.867	9.217601	1.4723123	0.5220005
SC23656_7_169	GCSKO-19	PBANKA	md4 PBANKA_0716500	2225	7.70796153183549	11178.058	9.321797	10.652474	12.022278
SC23656_7_16	GCSKO-19	PBANKA	md4 PBANKA_0716500	1020	6.928537818164665	6017.3193	8.702563	-3.357046	9.384624
SC23656_7_170	GCSKO-19	PBANKA	md4 PBANKA_0716500	481	6.1779441140506	3055.0615	8.024882	3.5833972	-6.3399925
SC23656_7_171	GCSKO-19	PBANKA	md4 PBANKA_0716500	1190	7.0825485693553	6807.7056	8.825957	-3.942078	9.196749
SC23656_7_172	GCSKO-19	PBANKA	md4 PBANKA_0716500	1352	7.210079628170788	7669.5117	8.945139	-4.573911	8.553347
SC23656_7_173	GCSKO-19	PBANKA	md4 PBANKA_0716500	1377	7.228388451573604	7784.9365	8.960074	-4.4110155	8.634479
SC23656_7_174	GCSKO-19	PBANKA	md4 PBANKA_0716500	1014	6.922643891475888	5533.965	8.61884	7.2455983	2.536867
SC23656_7_176	GCSKO-19	PBANKA	md4 PBANKA_0716500	1214	7.102499355774649	6805.2734	8.8256	-3.8500757	9.599661
SC23656_7_177	GCSKO-19	PBANKA	md4 PBANKA_0716500	1148	7.046647277848756	6757.7876	8.818599	-4.1296554	8.475671
SC23656_7_17	GCSKO-19	PBANKA	md4 PBANKA_0716500	570	6.3473892096560105	3217.3784	8.0766325	3.7607157	-6.5462937
SC23656_7_180	WT	PBANKA	wild type	1341	7.201916317531627	7440.6055	8.914842	-3.4562497	11.7043295
SC23656_7_181	GCSKO-19	PBANKA	md4 PBANKA_0716500	421	6.045005314036012	2731.375	7.9129267	3.5774167	-6.2125287
SC23656_7_182	GCSKO-19	PBANKA	md4 PBANKA_0716500	644	6.4692503167957724	3960.7358	8.284437	7.0662994	8.406278
SC23656_7_183	GCSKO-19	PBANKA	md4 PBANKA_0716500	912	6.816735880594968	5553.817	8.62242	-3.2492423	9.436435
SC23656_7_186	GCSKO-19	PBANKA	md4 PBANKA_0716500	1102	7.005789019253503	6316.0894	8.751014	-3.4217124	9.178509
